"genes","logFC","logCPM","PValue","FDR"
"LCA5L",0.212310745,-0.676011237,0.671880493,0.874254135
"LOC112532081",0.152518001,0.480416398,0.671978424,0.874296614
"AEBP2",-0.080836436,3.659957654,0.672096309,0.874316594
"LOC107052493",0.248950627,-1.209943199,0.672124353,0.874316594
"TERF2IP",-0.084141046,4.647457361,0.672333883,0.874504212
"LOC107052867",0.254193568,-0.886326454,0.672588579,0.874614248
"KLHL33",-0.159944109,3.362189647,0.672610629,0.874614248
"LRP2BP",0.140856594,1.757982927,0.672614407,0.874614248
"CD74",0.093210984,8.644940903,0.672802063,0.874731603
"RCOR1",0.076361553,4.654242634,0.673032504,0.874731603
"CBX3",-0.065868531,5.684761214,0.67312422,0.874731603
"GUF1",0.098949403,3.017420074,0.673215862,0.874731603
"VRK1",-0.132562301,1.26348673,0.673265786,0.874731603
"PPFIBP1",-0.087887791,6.620088594,0.67335552,0.874731603
"GCLM",-0.079429902,5.965187027,0.673465304,0.874731603
"STX17",0.082963787,4.803718978,0.673482403,0.874731603
"CERK",-0.068820816,4.972903202,0.673490347,0.874731603
"POC1A",-0.13719369,2.091912527,0.673528123,0.874731603
"RUNX3",0.134431425,1.206099409,0.673607914,0.874731603
"BMPR1B",0.154305423,1.745564249,0.673616884,0.874731603
"LOC112531697",0.16288636,0.233800182,0.673709426,0.874731603
"CPT2",-0.086497345,6.171283467,0.673805666,0.874731603
"RBPMS2",-0.150029554,0.603126332,0.673829554,0.874731603
"ACOX2",0.084854695,7.155533366,0.673849492,0.874731603
"SSH3",-0.120187517,2.288161067,0.67385951,0.874731603
"HHAT",-0.175042289,0.217621392,0.673935772,0.874731603
"CPD",0.074152172,7.039031031,0.674301835,0.874731603
"MUL1",0.118967096,2.772264796,0.674384959,0.874731603
"GABARAPL2",0.079371167,4.144713324,0.674431906,0.874731603
"MADPRT1",0.194967734,0.024983634,0.674500758,0.874731603
"UBN1",-0.090443775,3.411854598,0.674574964,0.874731603
"TMEM38A",0.082424123,4.592650951,0.674606222,0.874731603
"NRP2",0.11667558,4.016084758,0.674644153,0.874731603
"CST3",0.083130792,7.74855922,0.674654785,0.874731603
"LEF1",-0.450173399,-1.089610387,0.674658945,0.874731603
"SLC35B3",-0.075327165,3.662097401,0.674677369,0.874731603
"CDC37L1",0.068918369,5.152221869,0.674707967,0.874731603
"SCFD2",0.075914653,5.074588537,0.674713143,0.874731603
"FAM105A",0.15834713,1.48013222,0.674729499,0.874731603
"ADIPOR1",0.089246671,3.717425916,0.674964662,0.874951772
"LOC107049654",-0.167897303,-0.09191996,0.675118585,0.874974017
"ANAPC7",-0.080967149,4.074263921,0.675220141,0.874974017
"RPL26L1",-0.122335689,8.277105311,0.675262892,0.874974017
"BAMBI",-0.078647524,6.387599042,0.675303397,0.874974017
"CCDC93",0.08226524,3.872267485,0.675326534,0.874974017
"WASF2",-0.074310074,6.458737663,0.675416604,0.874974017
"JAK1",0.160362331,7.038869951,0.67545467,0.874974017
"SMIM7",0.074799747,4.432979102,0.675504507,0.874974017
"PAK1",-0.130704801,0.796211772,0.675829063,0.875186961
"DCUN1D5",-0.074844336,4.438920388,0.675856244,0.875186961
"ATAD2",0.095813612,3.485543795,0.675952144,0.875186961
"ASXL1",0.102500193,2.998718512,0.675984519,0.875186961
"DIXDC1",0.092780319,3.80141001,0.676036057,0.875186961
"CUL9",0.070533713,4.462909,0.676061015,0.875186961
"DBT",0.072260444,6.272535199,0.67616006,0.875230574
"ARG2",-0.221570623,-0.662649334,0.676420809,0.875434269
"TBC1D2",0.112886548,1.926467696,0.676484423,0.875434269
"ATAD2B",0.076588761,4.584542933,0.676633081,0.875434269
"LOC424740",0.071725281,6.951892555,0.676670661,0.875434269
"TUBB2A",-0.112277951,1.73986025,0.676749767,0.875434269
"EMC1",-0.071083743,5.754220765,0.676762012,0.875434269
"SHE",0.094485978,4.740714405,0.676775014,0.875434269
"BLMH",-0.076019026,6.436175074,0.676846021,0.87544156
"MICALL1",-0.08963547,3.04120441,0.67692455,0.875458578
"LOC107051255",0.231111451,0.906508179,0.677047085,0.8755325
"TNS2",0.118200755,3.87155617,0.67711908,0.875541056
"SSPN",-0.183589809,0.593750021,0.677399897,0.875713987
"H2AFV",-0.091015975,4.25527873,0.677423156,0.875713987
"OSBPL2",-0.070184958,5.675116622,0.677448993,0.875713987
"RAPGEFL1",-0.092758068,4.369451998,0.677814106,0.876054728
"NDST3",-0.137758787,1.927644713,0.677858919,0.876054728
"NOL10",0.097705323,3.262306408,0.677908837,0.876054728
"BCAS3",0.094663859,3.802580136,0.678215656,0.876297324
"TBC1D19",0.170521363,0.786381969,0.678227431,0.876297324
"CCDC40",0.221469158,0.38803858,0.678337708,0.876355256
"KIAA2013",0.066509647,4.943039561,0.678523403,0.876492119
"TAPBPL",0.082866638,3.005157246,0.678620577,0.876492119
"LOC112531857",0.223176124,-0.279074918,0.678639993,0.876492119
"GCN1",0.092778722,5.926418398,0.678845795,0.876673373
"LOC407092",-0.083969238,4.047656794,0.67914695,0.876896422
"SKIL",-0.112345363,3.00813036,0.679149469,0.876896422
"DUSP3",0.115723587,4.792358248,0.679753259,0.877591404
"CHD1L",0.127601154,2.678038308,0.679956563,0.877769259
"TNFRSF4",-0.174376241,1.190561293,0.680084227,0.877849443
"IER5",-0.130495078,2.924803483,0.680234322,0.877881023
"LOC112531167",0.257176137,2.705622651,0.680353735,0.877881023
"LOC112532542",-0.224749079,1.884085258,0.680365103,0.877881023
"ZMPSTE24",-0.073923472,5.516972134,0.680370904,0.877881023
"MLF1",0.12304261,2.592818808,0.680511279,0.877931921
"MLH3",0.071599372,4.126612165,0.680581488,0.877931921
"FAM129A",0.134215292,1.697267352,0.680659821,0.877931921
"GINS3",0.081883654,3.329068138,0.680672576,0.877931921
"MKI67",0.123771313,2.204762016,0.680780683,0.877986797
"IL8L2",-0.35103941,-1.182490717,0.680886855,0.878039168
"AKAP2",-0.094808206,3.158007067,0.680965923,0.878056579
"CKLF",0.100394493,4.186589631,0.681073279,0.878063722
"KIF1B",0.078954379,5.317136814,0.681117317,0.878063722
"ZBTB32",-0.109841382,2.807380241,0.68116816,0.878063722
"CTBP2",0.300355519,-0.681390803,0.681528668,0.878443881
"CBX4",0.16800596,3.646753523,0.681669524,0.878461227
"PHACTR4",-0.074488938,4.637421666,0.681673318,0.878461227
"LOC422926",0.177265533,0.354639444,0.68188004,0.878643076
"SLC4A11",0.135442137,1.290861079,0.681967991,0.878671862
"PPARGC1B",-0.1212068,2.883070824,0.682083159,0.878727501
"IRF7",-0.099678268,3.483197443,0.682142406,0.878727501
"AXIN2",0.154476195,2.992826304,0.682379504,0.878892854
"NR1H3",0.072594864,7.333616687,0.682402023,0.878892854
"LOC112530480",-0.265593562,-0.722854765,0.682562692,0.878941718
"PGM3",0.092410498,4.128998791,0.682571227,0.878941718
"PCOLCE2",0.127718557,1.978959858,0.682679184,0.878992351
"DENND1A",0.0918312,3.167122967,0.682767019,0.878992351
"PROCR",-0.170322026,0.442450987,0.682807454,0.878992351
"RFC2",0.093324076,2.933197721,0.683001911,0.879158169
"PIK3C3",0.076542892,3.734891331,0.683080087,0.879174293
"CD300LG",0.145516163,1.413461229,0.683148392,0.879177712
"RSG1",-0.107565553,3.446363235,0.683537452,0.879455207
"WSCD1",-0.261866989,-0.975313181,0.683548628,0.879455207
"C18H17orf62",0.124742289,2.868836113,0.683668939,0.879455207
"RNF149",-0.085070899,5.664449854,0.683726232,0.879455207
"MPLKIP",-0.069250225,4.977020552,0.683842536,0.879455207
"LOC101750761",-0.245821812,-0.419000716,0.683856496,0.879455207
"GRAMD1C",-0.071902468,5.760786973,0.683907739,0.879455207
"CYBRD1",-0.154084184,0.67730613,0.683949449,0.879455207
"PYGL",-0.077703634,7.81230551,0.683955046,0.879455207
"ZBTB45",-0.111709446,1.856616371,0.684215272,0.87970535
"VWA1",0.149145341,2.233335445,0.684428028,0.879804528
"ETV5",0.106211154,2.396132965,0.684447294,0.879804528
"LOC112530182",-0.427283809,0.349127763,0.684489499,0.879804528
"ACADS",-0.080183971,6.0261162,0.684772094,0.879990798
"LOC112530195",-0.193448974,0.208406498,0.684840293,0.879990798
"CLMN",0.093865089,5.862404264,0.684943509,0.879990798
"LMLN",0.114990669,2.732286759,0.684993584,0.879990798
"C22H2ORF42",0.093431275,3.68401056,0.685017144,0.879990798
"TET3",-0.108419383,1.998552381,0.685163877,0.879990798
"TMEM87A",-0.069867373,5.907298139,0.685165519,0.879990798
"PARG",0.068592101,4.915055958,0.685193157,0.879990798
"CCDC90B",-0.09869834,2.373416642,0.685225809,0.879990798
"LOC101749542",-0.34399499,-1.125764477,0.685517379,0.880150939
"SOX18",-0.201199936,0.234790499,0.685542637,0.880150939
"C12H3orf14",-0.318288821,-0.801730201,0.685547674,0.880150939
"MUS81",-0.119201415,1.268228517,0.685659101,0.880209613
"DPY30",-0.094527958,3.18230873,0.685901602,0.880436524
"ANKHD1",-0.076794875,5.068382195,0.68598319,0.88045686
"MECP2",0.140772547,0.930899375,0.686176836,0.880570655
"HABP4",-0.37315938,-1.41829949,0.686203357,0.880570655
"COG4",-0.068127648,4.979762882,0.6864246,0.880770169
"NAV1",0.161379391,0.835204593,0.686623039,0.880940384
"SHROOM3",0.210409083,-0.189390341,0.686852425,0.881150271
"USP54",-0.109681374,3.262526775,0.687009781,0.88118821
"F2RL2",0.172940127,-0.063406578,0.687036645,0.88118821
"GCGR",-0.073081861,7.107492409,0.687079397,0.88118821
"KMT5A",-0.106901553,2.827767108,0.687174536,0.881225834
"ST3GAL2",0.095774484,2.678873849,0.687245764,0.881232791
"DVL1",0.073396111,4.892651754,0.687396119,0.881290041
"CYP2D6",0.10062848,8.52749765,0.687450245,0.881290041
"HMBOX1",0.119969572,2.256420674,0.687487833,0.881290041
"NCBP1",0.077223432,4.027261532,0.687884631,0.881714297
"DPP4",-0.071491421,5.703262062,0.688164309,0.881988365
"ALS2",-0.096050152,4.574412407,0.688257514,0.882023409
"HEY2",0.236357685,2.507876963,0.688363648,0.882075014
"SLC19A1",-0.082852275,5.901228689,0.688603139,0.882195954
"THAP1",-0.081868788,3.10843875,0.688663383,0.882195954
"RASSF8",-0.092971394,4.037534047,0.688784232,0.882195954
"RNF152",-0.075268943,4.534482387,0.688877215,0.882195954
"CNIH4",0.096677047,3.515563615,0.688959704,0.882195954
"MYEF2",0.095424741,4.066780505,0.688994486,0.882195954
"LOC112531457",-0.169391704,0.057679647,0.689034752,0.882195954
"CIDEC",-0.162748643,3.810238963,0.689089758,0.882195954
"GALNT6",0.181540716,-0.201718478,0.689145526,0.882195954
"SLC6A12",0.124994614,7.706056223,0.689240179,0.882195954
"LOC112530451",-0.181127374,0.107949521,0.689247835,0.882195954
"SMIM3",-0.140568233,3.53416328,0.689310907,0.882195954
"TMEM80",-0.107071112,2.426566929,0.689344733,0.882195954
"GTF3C1",-0.076294028,4.245809715,0.689383902,0.882195954
"TRAPPC10",0.076291093,6.189632447,0.689459429,0.882195954
"TMEM94",0.080837979,4.63180072,0.689512026,0.882195954
"GEMIN5",-0.099411953,4.012054422,0.689971958,0.8826533
"LOC112533246",0.199579235,1.552173125,0.690001299,0.8826533
"LOC100857439",0.220855744,-0.414484671,0.690275488,0.882805871
"LOC107052490",-0.117906022,1.46064928,0.690309327,0.882805871
"FAM110A",0.110353588,3.346522168,0.690363649,0.882805871
"CHIA",0.156878308,10.97753419,0.690384251,0.882805871
"SYVN1",-0.085652756,4.568585164,0.690896969,0.883154533
"AHCTF1",0.079168051,4.904178179,0.691040843,0.883154533
"RTN4RL2",-0.3130227,-0.89647741,0.691130225,0.883154533
"CCR8",0.164922961,-0.242449978,0.691134492,0.883154533
"FASTKD3",-0.092162707,3.074925695,0.691229761,0.883154533
"CKAP4",0.081555694,4.198909014,0.691252917,0.883154533
"IER3IP1",-0.120313241,4.004336192,0.691311838,0.883154533
"F10",0.06775239,7.482634076,0.691314168,0.883154533
"RTFDC1",0.072147618,5.337299296,0.691336572,0.883154533
"CAPN15",0.069474096,4.813190455,0.691381302,0.883154533
"DAZAP2",0.114517119,4.064645048,0.691382327,0.883154533
"LOC101751292",0.211088611,5.405505365,0.69155596,0.883292076
"SCAMP4",-0.072854339,4.859026476,0.691752467,0.8833438
"STK32C",-0.227147799,-0.678650704,0.691772835,0.8833438
"TSC1",0.082302499,5.290837636,0.691829077,0.8833438
"DHPS",-0.155253784,1.215993855,0.691860298,0.8833438
"CUEDC2",-0.142545085,0.99259998,0.691984146,0.883417701
"TYK2",0.087034128,3.856128672,0.692290892,0.883610201
"LRRK2",0.137742142,2.868539714,0.692308582,0.883610201
"SLC43A2",-0.100539373,5.698499214,0.692390328,0.883610201
"SKIDA1",-0.120648238,2.094137843,0.692398854,0.883610201
"NDUFAF3",-0.146724479,4.105046258,0.692529551,0.883692782
"IMMP2L",-0.090106652,3.426507088,0.692599128,0.883697363
"PITPNA",-0.063128621,5.399415291,0.693042132,0.884178048
"HPSE",0.12327149,1.413306,0.693107911,0.884178048
"LOC101749705",-0.205639618,1.204401131,0.693229621,0.884249079
"LOC107052842",-0.185298442,-0.154952021,0.693338548,0.884303794
"RPESL",-0.177679393,1.586257101,0.693880462,0.884848269
"ZNF740",-0.089772782,2.98776306,0.693897589,0.884848269
"LIN7C",-0.062776195,5.027648771,0.694133816,0.885065225
"RPS27L",-0.095056515,7.543884716,0.694215956,0.885078921
"LOC107056270",0.332890727,-0.399377057,0.694277546,0.885078921
"BRD9",0.085567099,3.481345399,0.694363423,0.885078921
"SLC2A9",-0.082618161,6.898602266,0.694408918,0.885078921
"TAF3",-0.071019426,4.52828209,0.694589413,0.885224726
"URM1",-0.112005556,5.389627367,0.694793007,0.885399938
"YOD1",-0.070592686,4.3236208,0.695186276,0.885769542
"NCBP3",0.082506118,3.554780271,0.695215326,0.885769542
"STOX2",-0.119262749,1.666069536,0.695431995,0.885857157
"BIVM",-0.066084584,3.968562721,0.69548106,0.885857157
"PNAT10",-0.073405702,5.639079339,0.69551907,0.885857157
"EXOC3L4",0.079526085,5.822495077,0.695548687,0.885857157
"RNF145",-0.069364889,4.529156491,0.695859194,0.886168346
"LOC112531386",-0.194804088,0.215907964,0.695974195,0.886230524
"C5AR1",-0.152502318,1.182378091,0.696119215,0.886330911
"PTBP3",0.113902505,1.807776008,0.696862382,0.887161219
"CES1L2",0.128514882,8.403082863,0.696918448,0.887161219
"TACSTD2",0.243079143,-1.213840324,0.696970071,0.887161219
"AFG1L",0.068397921,3.918130075,0.697090249,0.887202678
"PPP1R1C",-0.180208928,1.5276643,0.697135139,0.887202678
"SMIM14",-0.074601971,7.853821784,0.69722902,0.887237841
"AUH",0.069109526,4.845297833,0.697371471,0.887256532
"VKORC1L1",0.100233978,3.143276945,0.697376214,0.887256532
"LOC107054203",0.336408804,-1.451825901,0.69747108,0.887258766
"MECR",0.085424999,2.727457462,0.697602876,0.887258766
"LOC107051491",-0.213847573,-0.755290886,0.697690243,0.887258766
"ERCC3",-0.065289283,4.435958304,0.697719057,0.887258766
"LOC107051290",-0.128916545,3.616800902,0.697812817,0.887258766
"NPM1",0.073874581,7.61479153,0.697889398,0.887258766
"NCKAP5L",0.104904074,2.364888159,0.697929564,0.887258766
"DNAJA4",0.096168442,4.932138773,0.697936961,0.887258766
"LOC112533582",0.182523503,0.303194298,0.697974246,0.887258766
"ZAP70",-0.124742151,2.067635285,0.698109645,0.887334277
"NATD1",0.103665304,3.43355485,0.69817671,0.887334277
"SLC30A7",0.069263109,6.293970845,0.698232424,0.887334277
"MAP3K7",0.07535115,6.046243858,0.698388129,0.887438723
"PRDM1",0.135875822,1.34886972,0.698447143,0.887438723
"LOC107054551",-0.269592518,-1.480698826,0.698612304,0.887463746
"DMTN",0.328427037,-0.58073586,0.69861772,0.887463746
"NUP214",0.072808339,5.538351916,0.698665642,0.887463746
"UGT1A1",-0.069565235,8.23953587,0.698797159,0.887484429
"STOM",-0.067914602,5.923107316,0.698814464,0.887484429
"RDX",0.074643423,7.313855304,0.699007986,0.887524693
"CASP6",0.07131306,7.365067761,0.69902596,0.887524693
"ITGA2",0.156927907,1.10653989,0.699044987,0.887524693
"CYB5R3",0.065784055,4.910624464,0.699179708,0.887532976
"KIF21B",0.136100623,1.669288689,0.699184057,0.887532976
"UBALD2",-0.1078453,2.246676821,0.699290222,0.887545172
"NEURL1B",0.141898392,3.055627907,0.699326214,0.887545172
"SPECC1",0.13204482,0.90261316,0.699457648,0.887627862
"TAOK3",-0.087579869,4.179686186,0.699805543,0.887801123
"BTBD3",0.08989887,2.827493324,0.699889955,0.887801123
"IP6K2",0.145916977,5.238088805,0.699891924,0.887801123
"KLHDC7A",0.394964405,3.999852791,0.699930339,0.887801123
"LOC107052938",-0.291638211,-1.065221204,0.700061819,0.887801123
"PLACL2",-0.237918233,1.34454568,0.700147954,0.887801123
"LOC107050919",-0.195157123,-0.080486149,0.700172243,0.887801123
"BOK",0.13743216,0.976826589,0.700173946,0.887801123
"PRMT8",0.116654037,2.897680153,0.700299802,0.887801123
"COX20",-0.082736734,4.296063986,0.700307545,0.887801123
"ITSN2",-0.083399831,5.919690111,0.700379483,0.887801123
"LOC415913",0.152460358,-0.05166534,0.7003897,0.887801123
"LIPT2",-0.125896443,3.143444412,0.700586431,0.887932402
"ONECUT2",-0.078543965,5.504138961,0.700625873,0.887932402
"LOC100858649",0.128520879,3.096010755,0.700920653,0.888144701
"LOC112532336",0.330454455,-1.593176041,0.701057816,0.888144701
"LOC112530306",-0.212850913,0.438258058,0.701171386,0.888144701
"SHROOM4",0.150208324,1.098833143,0.701246269,0.888144701
"IGFBP4",0.12342354,7.84784194,0.701302492,0.888144701
"LACC1",0.179398856,-0.115128956,0.70130651,0.888144701
"OTUD3",0.0831072,3.682212984,0.701354203,0.888144701
"LOC112532873",0.118481762,3.053012484,0.701470634,0.888144701
"DTD1",-0.084851404,3.660513525,0.701485751,0.888144701
"CCAH221",0.428462867,0.061737929,0.701556932,0.888144701
"PALB2",0.110965145,1.794563593,0.701617424,0.888144701
"USP7",0.062850351,5.8444112,0.701639858,0.888144701
"KLHL28",-0.082210721,3.795454628,0.701655536,0.888144701
"ADI1",-0.071856119,7.401794068,0.70224078,0.888801486
"NAP1L4",-0.061113164,5.455050427,0.702587672,0.888954783
"SCYL1",-0.099254117,2.852633722,0.70262737,0.888954783
"KIAA0513",0.101981177,2.317441048,0.702702654,0.888954783
"LOC107054023",0.224622106,-1.223110773,0.70285494,0.888954783
"FAM149B1",0.064584064,5.235787595,0.702954578,0.888954783
"INAFM2",-0.153167732,0.663346478,0.702984621,0.888954783
"RPL3",0.084691689,9.297480477,0.703005673,0.888954783
"RIDA",0.085088016,8.577854781,0.703068495,0.888954783
"LOC415641",-0.065356918,5.724085549,0.703076416,0.888954783
"LYRM4",0.093406287,3.046822878,0.703118927,0.888954783
"SENP6",0.060992364,4.742982372,0.703156813,0.888954783
"G6PD",-0.185344664,-0.143734339,0.703158454,0.888954783
"SOD1",0.077342349,8.814555916,0.703622132,0.889457012
"CD247",0.109779049,2.770058534,0.703765294,0.889554018
"NTPCR",-0.122215647,2.633262687,0.704124794,0.889722291
"XKR8",0.166003541,0.555790048,0.704175614,0.889722291
"COX10",-0.081470116,3.699153502,0.704287538,0.889722291
"PIGL",0.127794857,1.735372245,0.704294451,0.889722291
"PPP4R4",-0.187413119,1.022244904,0.704305438,0.889722291
"LOC112529944",0.276975706,-1.611424584,0.704344173,0.889722291
"LOC423752",0.120445776,2.656471982,0.704373421,0.889722291
"EDC4",0.088947936,4.000512012,0.704429917,0.889722291
"PHF20",0.066051298,4.391521283,0.704675127,0.889885416
"WARS",-0.077927618,3.37348937,0.704748539,0.889885416
"PDP2",0.081774549,7.130746014,0.704842072,0.889885416
"HIST2H3",-0.275232681,-1.40153911,0.704858163,0.889885416
"LOC101750578",0.208507629,0.405959758,0.704892213,0.889885416
"ZNF503",0.161540238,0.448559817,0.704957764,0.889885416
"PTGFRN",0.129570067,2.819188316,0.705059349,0.889929765
"WBSCR17",-0.17928794,-0.115693804,0.705132514,0.889938237
"KLHDC8B",-0.170700995,-0.109377478,0.705274596,0.890033677
"POU6F1",0.168340571,0.212282555,0.705530789,0.890273092
"CCDC58",-0.085056933,3.585186217,0.705798406,0.890526875
"TBC1D30",-0.105798431,3.853964152,0.70636003,0.890902501
"DCBLD1",-0.067061631,5.862819134,0.706429755,0.890902501
"ARL15",-0.100194735,2.502825829,0.706497613,0.890902501
"AGRN",-0.104491519,6.038783158,0.706522566,0.890902501
"TOB1",0.066361316,5.829405221,0.706530341,0.890902501
"COL3A1",0.101739743,5.667457637,0.706541533,0.890902501
"GAS2L1",-0.122412465,3.143771409,0.706561788,0.890902501
"FOXJ2",0.064591065,4.877874673,0.706935537,0.891177315
"RBM39",0.07271299,6.53544477,0.706976704,0.891177315
"KEAP1",-0.092905743,4.186524,0.706979375,0.891177315
"CES1L1",0.11058253,8.476430111,0.70714656,0.891274341
"FAM63A",0.064899841,4.57258092,0.707246125,0.891274341
"EPC1",0.067027898,4.051590476,0.707256005,0.891274341
"CNOT2",-0.062325173,4.47954498,0.707509993,0.891510522
"PLEKHH1",-0.175178358,0.594491108,0.707583289,0.891518996
"TMCO7",0.077509036,3.706152062,0.707697599,0.891579139
"NRBF2",0.070674396,4.970343829,0.707769539,0.891585897
"RXRA",-0.073581048,5.662726861,0.708338591,0.892218812
"SLC35G1",0.102659042,2.199310588,0.708425207,0.892226287
"GNPTAB",-0.076935937,5.186012386,0.708562923,0.892226287
"FAM179A",-0.18876378,-0.025911784,0.708645572,0.892226287
"GCHFR",0.076509779,7.254401614,0.708652866,0.892226287
"KAZN",-0.118350422,1.962304383,0.708677644,0.892226287
"HIRA",-0.077875439,5.270626858,0.708792767,0.892287341
"PDE6B",0.381148311,-1.297186564,0.709089532,0.892511298
"IL2RB",0.101846778,2.252248562,0.709136736,0.892511298
"LOC101751658",0.133773366,2.762960411,0.709170604,0.892511298
"LOC101752122",0.274783748,2.162736518,0.709292848,0.892581264
"ZFYVE28",-0.126251401,2.704248089,0.709426867,0.892666034
"GFOD1",0.107724774,3.072224926,0.709745142,0.892982614
"SLC35F3",-0.31784648,-0.519216391,0.710154295,0.893041633
"KIAA0319L",-0.070641444,6.185188008,0.710184474,0.893041633
"DPYD",0.088695172,6.600162946,0.710185066,0.893041633
"KDM2B",-0.072162987,3.692044617,0.710265225,0.893041633
"JDP2",0.114052202,1.83013623,0.71027494,0.893041633
"SUSD1",0.126590191,1.358099759,0.710294142,0.893041633
"KLHL2",0.068924176,4.412369589,0.710295469,0.893041633
"PDGFB",0.147935847,0.175103521,0.710387175,0.893041633
"MIER3L",0.079711318,2.806103702,0.710392213,0.893041633
"LOC107053818",0.147482128,0.109316654,0.710684532,0.89318607
"ANKRD13C",0.063695503,4.626007415,0.710693132,0.89318607
"IDO2",0.159536942,2.838859231,0.710747971,0.89318607
"EVA1B",0.105263291,4.615098883,0.710773891,0.89318607
"KIF7",-0.08076383,3.454765155,0.7111058,0.893424382
"CCBL1",-0.064176389,5.552064197,0.711166385,0.893424382
"HEATR1",-0.064873196,4.42532872,0.711240564,0.893424382
"SH3GLB2",0.105586914,3.217166672,0.71131493,0.893424382
"LOC112532478",0.127016951,0.27673062,0.711449832,0.893424382
"FAM174A",0.086312186,4.306228568,0.711480616,0.893424382
"CDK5R1",-0.174912278,0.013450281,0.711480872,0.893424382
"KLC4",-0.061060863,6.689908334,0.71149724,0.893424382
"C15orf61",-0.089544584,2.727602583,0.711793195,0.893621098
"SH2D1B",0.211424924,0.432632557,0.711821212,0.893621098
"MEIS1",0.153577754,2.567435893,0.711854083,0.893621098
"CILP",0.180087185,-1.202108665,0.712168932,0.893932546
"LOC107053729",0.220257473,-1.147858337,0.712554929,0.894270077
"LOC107052542",0.193850485,0.138505171,0.712597932,0.894270077
"LOC107051772",-0.144327824,4.291131884,0.712638162,0.894270077
"CEP295",0.144113009,2.853933988,0.713051745,0.894664666
"LOC107052495",-0.291898123,-1.096232755,0.713267882,0.894664666
"YTHDC2",0.071881266,4.095227246,0.713366117,0.894664666
"WBP11",-0.068865792,4.755602892,0.713394264,0.894664666
"C3orf70",0.134434089,1.500035694,0.713416085,0.894664666
"RUBCN",0.072952152,4.227619217,0.713509038,0.894664666
"LOC107052291",-0.206323476,-0.993559417,0.713517982,0.894664666
"SNAPC4",0.090699686,2.809729966,0.713542405,0.894664666
"MAPK12",0.136478884,1.536313737,0.713553861,0.894664666
"INCENP",-0.116974093,1.603503121,0.71366869,0.894724874
"RAVER2",0.100748322,2.680567945,0.713834498,0.894848974
"NRP1",-0.090442979,4.955914786,0.714003284,0.894970668
"FBLN2",0.213447183,0.195831336,0.714065232,0.894970668
"PLEKHG5",-0.175386538,0.04261703,0.714249337,0.895078654
"SLC39A3",-0.098772312,2.713034116,0.714360364,0.895078654
"CCNA2",-0.118565211,2.182605315,0.714392949,0.895078654
"LOXL4",-0.305654328,2.758226459,0.714418738,0.895078654
"CCDC71",0.07572603,4.867523626,0.714559679,0.895171489
"ANXA4L",-0.097821298,2.332187605,0.71470215,0.895174677
"COG2",0.065280938,4.086619494,0.714750046,0.895174677
"CLSTN3",0.070911877,3.844053966,0.714762756,0.895174677
"LOC107055302",-0.189360821,0.00016122,0.715414956,0.895902274
"LOC100859302",0.129355042,2.83919561,0.71547751,0.895902274
"ADPRH",0.068070177,3.602831111,0.715688395,0.896082553
"NPHP1",0.079007541,3.8705283,0.715771233,0.896102491
"SLC27A1",0.079502456,3.7283044,0.715931293,0.896219095
"TMTC2",-0.103253142,2.705483675,0.716134156,0.89627028
"ACTR2",0.089199015,5.091563434,0.716149587,0.89627028
"LOC107052221",0.306717904,-0.693286859,0.716172959,0.89627028
"TNIP2",0.111573567,1.945306105,0.716478594,0.896568989
"CDC27",0.060715244,5.489617653,0.716603069,0.89664097
"POLR1A",0.080683491,4.65890524,0.716765203,0.896760052
"PPT1",-0.070676812,5.962860655,0.717226438,0.89712576
"MED16",-0.070744016,3.557874593,0.717277923,0.89712576
"TDRP",-0.168520527,-0.127763829,0.717345772,0.89712576
"CAT",0.068580226,11.43647534,0.717442164,0.89712576
"MAMDC4",-0.071090716,5.055219025,0.717444224,0.89712576
"P3H3",-0.101384187,3.64357404,0.717493015,0.89712576
"MACROD2",-0.077549095,4.9845318,0.717526435,0.89712576
"HSPBAP1",0.103548212,2.129772194,0.717614296,0.897151854
"HK3",0.131096175,1.815064423,0.717717825,0.897197527
"SMARCD2",-0.067537856,5.223249016,0.717882408,0.897243212
"NAGPA",-0.070494733,3.626759161,0.717888368,0.897243212
"FUNDC1",-0.076996438,3.786723336,0.71808565,0.897406031
"C5NT1AL",-0.097461911,1.955233241,0.71821068,0.897471298
"LAMTOR3",0.05938967,5.374742475,0.718371877,0.897471298
"NEURL1",-0.110745977,2.062969006,0.718395637,0.897471298
"RITA1",-0.155801651,1.173147861,0.718405937,0.897471298
"RAB37",-0.175567543,1.105923694,0.718616194,0.89750529
"PDKI2",0.085539251,3.594812662,0.718639923,0.89750529
"LOC426514",-0.129117793,1.205370315,0.718663604,0.89750529
"TIE1",0.106487587,3.246761819,0.718701219,0.89750529
"LOC100857549",-0.366980648,-1.371001629,0.718884208,0.897612332
"SNX30",0.076773285,3.207995732,0.718920988,0.897612332
"AVEN",-0.087399822,2.865155585,0.719030395,0.897664106
"LOC112530085",0.173751,0.557924038,0.719096515,0.897664106
"C21H1orf174",0.087033755,2.749392288,0.719285155,0.8978159
"GAS2",0.18305071,-0.834912994,0.719449098,0.897873649
"RDH10",-0.067484344,6.582107124,0.719546953,0.897873649
"TRMT2A",0.060090987,5.412036388,0.719623733,0.897873649
